Data Source,Procedure,Code Type,Code,NDC,CMS Description or Other Common Description,Quantity,Gross Charge Inpatient,Gross Charge Outpatient,Discounted Cash Inpatient Price,Discounted Cash Outpatient Price,De-identified Minimum Negotiated Inpatient Charge (not $0),De-identified Minimum Negotiated Outpatient Charge (not $0),De-identified Maximum Negotiated Inpatient Charge (not $0),De-identified Maximum Negotiated Outpatient Charge (not $0),OP Expected Reimbursement: UNITED HEALTHCARE (MEDICA),OP Expected Reimbursement: INTERWEST (GPA - INTERWEST),OP Expected Reimbursement: PACIFICSOURCE (PACIFICSOURCE SMART HEALTH/NAV NETWORK),OP Expected Reimbursement: BCBS/ANTHEM (BCBS MT POS),OP Expected Reimbursement: AETNA (AETNA POS/QPOS),OP Expected Reimbursement: BCBS/ANTHEM (BCBS MT - FEDERAL),OP Expected Reimbursement: CIGNA (CIGNA OTHER),OP Expected Reimbursement: EBMS-EMPLOYEE BENEFIT MNG (ASSOC EMPLOYERS OF MT),OP Expected Reimbursement: BCBS/ANTHEM (BCBS MT HEALTHLINK),OP Expected Reimbursement: ALLEGIANCE (ALLEGIANCE OTHER),OP Expected Reimbursement: FIRST HEALTH NETWORK (FIRST HEALTH OTHER),OP Expected Reimbursement: BCBS/ANTHEM (BCBS MT TRADITIONAL EXCHANGE),OP Expected Reimbursement: CIGNA (CIGNA PPO),OP Expected Reimbursement: MULTIPLAN INC (MULTIPLAN INC OTHER),OP Expected Reimbursement: PRIVATE HLTHCARE SYS (PHCS PPO),OP Expected Reimbursement: UNITED HEALTHCARE (GOLDEN RULE INS),OP Expected Reimbursement: OTHER (OTHER),OP Expected Reimbursement: AETNA (AETNA HMO/EPO),OP Expected Reimbursement: CHOICECARE HUMANA (CHOICECARE HUMANA HMO EPO),OP Expected Reimbursement: AARP (AARP),OP Expected Reimbursement: GEHA (GEHA),OP Expected Reimbursement: CIGNA (CIGNA POS/QPOS),OP Expected Reimbursement: ALLEGIANCE (CIGNA - COMMERCIAL),OP Expected Reimbursement: UNITED HEALTHCARE (UHC OTHER/SUPPLEMENTAL),OP Expected Reimbursement: PRIVATE HLTHCARE SYS (PHCS OTHER),OP Expected Reimbursement: UNITED HEALTHCARE (UMR-UNITED MED RESOURCES),OP Expected Reimbursement: SIBANYE STILLWATER HEALTH PARTNERS (ALLEGIANCE SIBANYE STILLWATER EPO SVB),OP Expected Reimbursement: AETNA (AETNA NAP),OP Expected Reimbursement: FIRST CHOICE HEALTH (FIRST CHOICE HEALTH),OP Expected Reimbursement: ALLEGIANCE (CIGNA SCLHS EMPLOYEES),OP Expected Reimbursement: AETNA (AETNA OTHER),OP Expected Reimbursement: UNITED HEALTHCARE (UHC EXCHANGE PLAN),OP Expected Reimbursement: EXCHANGE OTHER (MOUNTAIN HEALTH CO-OP),OP Expected Reimbursement: CHOICECARE HUMANA (CHOICECARE HUMANA EXCHANGE PLAN),OP Expected Reimbursement: MAILHANDLERS (MAILHANDLERS),OP Expected Reimbursement: NATL ASSN OF LTR CR (NATIONAL ASSOC LETTER CARRIERS- PPO),OP Expected Reimbursement: PACIFICSOURCE (PACIFICSOURCE VOYAGER NETWORK),OP Expected Reimbursement: EBMS-EMPLOYEE BENEFIT MNG (EBMS - EMPLOYEE BENEFIT),OP Expected Reimbursement: FIRST HEALTH NETWORK (BOON GROUP),OP Expected Reimbursement: SIBANYE STILLWATER HEALTH PARTNERS (ALLEGIANCE SIBANYE STILLWATER PPO),OP Expected Reimbursement: UNITED HEALTHCARE (UNITED HEALTHCARE),OP Expected Reimbursement: TIRE RAMA (TIRE RAMA),OP Expected Reimbursement: ALLEGIANCE (ALLEGIANCE MMIA),OP Expected Reimbursement: ALLEGIANCE (MACO HEALTHCARE TRUST),OP Expected Reimbursement: UNITED HEALTHCARE (UHC CHARTER/NAVIGATE),OP Expected Reimbursement: ALLEGIANCE (ALLEGIANCE GROUP HEALTH),OP Expected Reimbursement: OTHER (CIGNA OON),OP Expected Reimbursement: HEALTH INFONET INC (HEALTH INFONET OTHER),OP Expected Reimbursement: AETNA (AETNA PPO),OP Expected Reimbursement: BCBS/ANTHEM (BCBS MT TRADITIONAL),OP Expected Reimbursement: MADA INSURANCE TRUST (MADA INSURANCE TRUST),OP Expected Reimbursement: GREAT-WEST HLTHCARE (GWH-CIGNA POS/QPOS),OP Expected Reimbursement: MERITAIN HEALTH (MERITAIN HEALTH),OP Expected Reimbursement: Self-pay (Self-pay),OP Expected Reimbursement: ALLEGIANCE (ALLEGIANCE - ST OF MT EMPLOYEES),OP Expected Reimbursement: AETNA (AETNA INDEMNITY),OP Expected Reimbursement: AETNA (AETNA SRC),OP Expected Reimbursement: CHOICECARE HUMANA (CHOICECARE HUMANA PPO),OP Expected Reimbursement: EBMS-EMPLOYEE BENEFIT MNG (AVITUS),OP Expected Reimbursement: VICTIMS COMPENSATION (VICTIMS COMPENSATION),OP Expected Reimbursement: KAISER MRP (KAISER MRP OUT OF STATE),IP Expected Reimbursement: GREAT-WEST HLTHCARE (GWH-CIGNA POS/QPOS),IP Expected Reimbursement: CHOICECARE HUMANA (CHOICECARE HUMANA HMO EPO),IP Expected Reimbursement: FIRST CHOICE HEALTH (FIRST CHOICE HEALTH),IP Expected Reimbursement: BCBS/ANTHEM (BCBS MT - FEDERAL),IP Expected Reimbursement: OTHER (SNF OTHER),IP Expected Reimbursement: BCBS/ANTHEM (BCBS MT HEALTHLINK),IP Expected Reimbursement: ALLEGIANCE (ALLEGIANCE - ST OF MT EMPLOYEES),IP Expected Reimbursement: FIRST HEALTH NETWORK (FIRST HEALTH OTHER),IP Expected Reimbursement: AETNA (AETNA SRC),IP Expected Reimbursement: ALLEGIANCE (ALLEGIANCE MMIA),IP Expected Reimbursement: INTERWEST (GPA - INTERWEST),IP Expected Reimbursement: BCBS/ANTHEM (BCBS MT TRADITIONAL),IP Expected Reimbursement: ALLEGIANCE (MACO HEALTHCARE TRUST),IP Expected Reimbursement: MAILHANDLERS (MAILHANDLERS),IP Expected Reimbursement: AETNA (AETNA INDEMNITY),IP Expected Reimbursement: ALLEGIANCE (CIGNA SCLHS EMPLOYEES),IP Expected Reimbursement: EXCHANGE OTHER (MOUNTAIN HEALTH CO-OP),IP Expected Reimbursement: AETNA (AETNA POS/QPOS),IP Expected Reimbursement: GEHA (GEHA),IP Expected Reimbursement: MULTIPLAN INC (MULTIPLAN INC OTHER),IP Expected Reimbursement: CIGNA (CIGNA OTHER),IP Expected Reimbursement: BCBS/ANTHEM (BCBS MT POS),IP Expected Reimbursement: UNITED HEALTHCARE (MEDICA),IP Expected Reimbursement: UNITED HEALTHCARE (UHC OTHER/SUPPLEMENTAL),IP Expected Reimbursement: UNITED HEALTHCARE (GOLDEN RULE INS),IP Expected Reimbursement: CIGNA (CIGNA POS/QPOS),IP Expected Reimbursement: EBMS-EMPLOYEE BENEFIT MNG (AVITUS),IP Expected Reimbursement: ALLEGIANCE (ALLEGIANCE OTHER),IP Expected Reimbursement: CHOICECARE HUMANA (CHOICECARE HUMANA EXCHANGE PLAN),IP Expected Reimbursement: ALLEGIANCE (CIGNA - COMMERCIAL),IP Expected Reimbursement: AETNA (AETNA PPO),IP Expected Reimbursement: EBMS-EMPLOYEE BENEFIT MNG (ASSOC EMPLOYERS OF MT),IP Expected Reimbursement: HEALTH INFONET INC (HEALTH INFONET OTHER),IP Expected Reimbursement: PACIFICSOURCE (PACIFICSOURCE SMART HEALTH/NAV NETWORK),IP Expected Reimbursement: UNITED HEALTHCARE (UNITED HEALTHCARE),IP Expected Reimbursement: VICTIMS COMPENSATION (VICTIMS COMPENSATION),IP Expected Reimbursement: AETNA (AETNA HMO/EPO),IP Expected Reimbursement: ALLEGIANCE (ALLEGIANCE GROUP HEALTH),IP Expected Reimbursement: MERITAIN HEALTH (MERITAIN HEALTH),IP Expected Reimbursement: EBMS-EMPLOYEE BENEFIT MNG (EBMS - EMPLOYEE BENEFIT),IP Expected Reimbursement: AETNA (AETNA OTHER),IP Expected Reimbursement: BCBS/ANTHEM (BCBS MT TRADITIONAL EXCHANGE),IP Expected Reimbursement: AETNA (AETNA NAP),IP Expected Reimbursement: UNITED HEALTHCARE (UHC CHARTER/NAVIGATE),IP Expected Reimbursement: PRIVATE HLTHCARE SYS (PHCS OTHER),IP Expected Reimbursement: CHOICECARE HUMANA (CHOICECARE HUMANA PPO),IP Expected Reimbursement: OTHER (OTHER),IP Expected Reimbursement: UNITED HEALTHCARE (UMR-UNITED MED RESOURCES),IP Expected Reimbursement: PRIVATE HLTHCARE SYS (PHCS PPO),hospital
Epic Utility,9900,Drugs/Pharmacy,,49884-0727-03,DOXYCYCLINE MONOHYDRATE 100 MG CAPSULE,1 capsule,5.02,5.02,3.31,3.31,,3.31,,5.02,4.62,,4.02,4.77,4.52,4.62,4.37,4.52,4.62,4.37,,5.02,,4.77,,4.62,,4.52,,,4.62,4.37,4.37,4.62,,4.62,,,4.82,4.37,,,,,,,,4.52,,,4.62,3.78,4.47,4.47,4.62,4.37,,,4.52,5.02,3.78,4.37,4.47,3.31,4.47,,4.52,,4.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holy_Rosary_Healthcare
Epic Utility,9915,Drugs/Pharmacy,,52565-0022-30,ECONAZOLE 1 % TOPICAL CREAM,30 g,50.73,50.73,33.48,33.48,,33.48,,50.73,46.67,,40.58,48.19,45.66,46.67,44.14,45.66,46.67,44.14,,50.73,,48.19,,46.67,,45.66,,,46.67,44.14,44.14,46.67,,46.67,,,48.7,44.14,,,,,,,,45.66,,,46.67,38.17,45.15,45.15,46.67,44.14,,,45.66,50.73,38.17,44.14,45.15,33.48,45.15,,45.66,,43.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holy_Rosary_Healthcare
Epic Utility,9924,Drugs/Pharmacy,,00904-5610-61,ENALAPRIL MALEATE 10 MG TABLET,1 tablet,3.0,3.0,1.98,1.98,,1.98,,3.0,2.76,,2.4,2.85,2.7,2.76,2.61,2.7,2.76,2.61,,3.0,,2.85,,2.76,,2.7,,,2.76,2.61,2.61,2.76,,2.76,,,2.88,2.61,,,,,,,,2.7,,,2.76,2.26,2.67,2.67,2.76,2.61,,,2.7,3.0,2.26,2.61,2.67,1.98,2.67,,2.7,,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holy_Rosary_Healthcare
Epic Utility,9927,Drugs/Pharmacy,,00904-5502-61,ENALAPRIL MALEATE 5 MG TABLET,1 tablet,2.85,2.85,1.88,1.88,,1.88,,2.85,2.62,,2.28,2.71,2.57,2.62,2.48,2.57,2.62,2.48,,2.85,,2.71,,2.62,,2.57,,,2.62,2.48,2.48,2.62,,2.62,,,2.74,2.48,,,,,,,,2.57,,,2.62,2.14,2.54,2.54,2.62,2.48,,,2.57,2.85,2.14,2.48,2.54,1.88,2.54,,2.57,,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holy_Rosary_Healthcare
Epic Utility,9967,Drugs/Pharmacy,,00555-0886-02,ESTRADIOL 1 MG TABLET,1 tablet,1.84,1.84,1.21,1.21,,1.21,,1.84,1.69,,1.47,1.75,1.66,1.69,1.6,1.66,1.69,1.6,,1.84,,1.75,,1.69,,1.66,,,1.69,1.6,1.6,1.69,,1.69,,,1.77,1.6,,,,,,,,1.66,,,1.69,1.38,1.64,1.64,1.69,1.6,,,1.66,1.84,1.38,1.6,1.64,1.21,1.64,,1.66,,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holy_Rosary_Healthcare
Epic Utility,10011,Drugs/Pharmacy,,51079-0966-01,FAMOTIDINE 20 MG TABLET,1 tablet,0.6,0.6,0.4,0.4,,0.4,,0.6,0.55,,0.48,0.57,0.54,0.55,0.52,0.54,0.55,0.52,,0.6,,0.57,,0.55,,0.54,,,0.55,0.52,0.52,0.55,,0.55,,,0.58,0.52,,,,,,,,0.54,,,0.55,0.45,0.53,0.53,0.55,0.52,,,0.54,0.6,0.45,0.52,0.53,0.4,0.53,,0.54,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holy_Rosary_Healthcare
Epic Utility,10037,Drugs/Pharmacy,,00904-6830-06,FINASTERIDE 5 MG TABLET,1 tablet,4.04,4.04,2.67,2.67,,2.67,,4.04,3.72,,3.23,3.84,3.64,3.72,3.51,3.64,3.72,3.51,,4.04,,3.84,,3.72,,3.64,,,3.72,3.51,3.51,3.72,,3.72,,,3.88,3.51,,,,,,,,3.64,,,3.72,3.04,3.6,3.6,3.72,3.51,,,3.64,4.04,3.04,3.51,3.6,2.67,3.6,,3.64,,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holy_Rosary_Healthcare
Epic Utility,10041,Drugs/Pharmacy,,00054-0011-25,FLECAINIDE 100 MG TABLET,1 tablet,5.6,5.6,3.7,3.7,,3.7,,5.6,5.15,,4.48,5.32,5.04,5.15,4.87,5.04,5.15,4.87,,5.6,,5.32,,5.15,,5.04,,,5.15,4.87,4.87,5.15,,5.15,,,5.38,4.87,,,,,,,,5.04,,,5.15,4.21,4.98,4.98,5.15,4.87,,,5.04,5.6,4.21,4.87,4.98,3.7,4.98,,5.04,,4.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holy_Rosary_Healthcare
Epic Utility,10043,Drugs/Pharmacy,,00054-0010-21,FLECAINIDE 50 MG TABLET,1 tablet,3.43,3.43,2.26,2.26,,2.26,,3.43,3.16,,2.74,3.26,3.09,3.16,2.98,3.09,3.16,2.98,,3.43,,3.26,,3.16,,3.09,,,3.16,2.98,2.98,3.16,,3.16,,,3.29,2.98,,,,,,,,3.09,,,3.16,2.58,3.05,3.05,3.16,2.98,,,3.09,3.43,2.58,2.98,3.05,2.26,3.05,,3.09,,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holy_Rosary_Healthcare
Epic Utility,10044,Drugs/Pharmacy,,68084-0728-11,FLUCONAZOLE 100 MG TABLET,1 tablet,11.17,11.17,7.37,7.37,,7.37,,11.17,10.28,,8.94,10.61,10.05,10.28,9.72,10.05,10.28,9.72,,11.17,,10.61,,10.28,,10.05,,,10.28,9.72,9.72,10.28,,10.28,,,10.72,9.72,,,,,,,,10.05,,,10.28,8.4,9.94,9.94,10.28,9.72,,,10.05,11.17,8.4,9.72,9.94,7.37,9.94,,10.05,,9.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holy_Rosary_Healthcare
Epic Utility,10054,Drugs/Pharmacy,,00115-7033-01,FLUDROCORTISONE 0.1 MG TABLET,1 tablet,3.53,3.53,2.33,2.33,,2.33,,3.53,3.25,,2.82,3.35,3.18,3.25,3.07,3.18,3.25,3.07,,3.53,,3.35,,3.25,,3.18,,,3.25,3.07,3.07,3.25,,3.25,,,3.39,3.07,,,,,,,,3.18,,,3.25,2.66,3.14,3.14,3.25,3.07,,,3.18,3.53,2.66,3.07,3.14,2.33,3.14,,3.18,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holy_Rosary_Healthcare
Epic Utility,10069,Drugs/Pharmacy,,00904-5784-61,FLUOXETINE 10 MG CAPSULE,1 capsule,0.52,0.52,0.34,0.34,,0.34,,0.52,0.48,,0.42,0.49,0.47,0.48,0.45,0.47,0.48,0.45,,0.52,,0.49,,0.48,,0.47,,,0.48,0.45,0.45,0.48,,0.48,,,0.5,0.45,,,,,,,,0.47,,,0.48,0.39,0.46,0.46,0.48,0.45,,,0.47,0.52,0.39,0.45,0.46,0.34,0.46,,0.47,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holy_Rosary_Healthcare
Epic Utility,10070,Drugs/Pharmacy,,00904-5785-61,FLUOXETINE 20 MG CAPSULE,1 capsule,0.57,0.57,0.38,0.38,,0.38,,0.57,0.52,,0.46,0.54,0.51,0.52,0.5,0.51,0.52,0.5,,0.57,,0.54,,0.52,,0.51,,,0.52,0.5,0.5,0.52,,0.52,,,0.55,0.5,,,,,,,,0.51,,,0.52,0.43,0.51,0.51,0.52,0.5,,,0.51,0.57,0.43,0.5,0.51,0.38,0.51,,0.51,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holy_Rosary_Healthcare
Epic Utility,10095,Drugs/Pharmacy,,69097-0857-05,FOSINOPRIL 20 MG TABLET,1 tablet,2.04,2.04,1.35,1.35,,1.35,,2.04,1.88,,1.63,1.94,1.84,1.88,1.77,1.84,1.88,1.77,,2.04,,1.94,,1.88,,1.84,,,1.88,1.77,1.77,1.88,,1.88,,,1.96,1.77,,,,,,,,1.84,,,1.88,1.53,1.82,1.82,1.88,1.77,,,1.84,2.04,1.53,1.77,1.82,1.35,1.82,,1.84,,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holy_Rosary_Healthcare
Epic Utility,10117,Drugs/Pharmacy,,51079-0810-01,GLIPIZIDE 5 MG TABLET,1 tablet,1.89,1.89,1.25,1.25,,1.25,,1.89,1.74,,1.51,1.8,1.7,1.74,1.64,1.7,1.74,1.64,,1.89,,1.8,,1.74,,1.7,,,1.74,1.64,1.64,1.74,,1.74,,,1.81,1.64,,,,,,,,1.7,,,1.74,1.42,1.68,1.68,1.74,1.64,,,1.7,1.89,1.42,1.64,1.68,1.25,1.68,,1.7,,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holy_Rosary_Healthcare
Epic Utility,10126,Drugs/Pharmacy,,00093-9433-01,GLYBURIDE 2.5 MG TABLET,1 tablet,1.24,1.24,0.82,0.82,,0.82,,1.24,1.14,,0.99,1.18,1.12,1.14,1.08,1.12,1.14,1.08,,1.24,,1.18,,1.14,,1.12,,,1.14,1.08,1.08,1.14,,1.14,,,1.19,1.08,,,,,,,,1.12,,,1.14,0.93,1.1,1.1,1.14,1.08,,,1.12,1.24,0.93,1.08,1.1,0.82,1.1,,1.12,,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holy_Rosary_Healthcare
Epic Utility,10149,Drugs/Pharmacy,,00591-0444-01,GUANFACINE 1 MG TABLET,1 tablet,1.22,1.22,0.81,0.81,,0.81,,1.22,1.12,,0.98,1.16,1.1,1.12,1.06,1.1,1.12,1.06,,1.22,,1.16,,1.12,,1.1,,,1.12,1.06,1.06,1.12,,1.12,,,1.17,1.06,,,,,,,,1.1,,,1.12,0.92,1.09,1.09,1.12,1.06,,,1.1,1.22,0.92,1.06,1.09,0.81,1.09,,1.1,,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holy_Rosary_Healthcare
Epic Utility,10159,Drugs/Pharmacy,,45802-0129-32,HALOBETASOL PROPIONATE 0.05 % TOPICAL CREAM,50 g,443.99,443.99,293.03,293.03,,293.03,,443.99,408.47,,355.19,421.79,399.59,408.47,386.27,399.59,408.47,386.27,,443.99,,421.79,,408.47,,399.59,,,408.47,386.27,386.27,408.47,,408.47,,,426.23,386.27,,,,,,,,399.59,,,408.47,334.06,395.15,395.15,408.47,386.27,,,399.59,443.99,334.06,386.27,395.15,293.03,395.15,,399.59,,377.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holy_Rosary_Healthcare
Epic Utility,10209,Drugs/Pharmacy,,59762-0073-01,HYDROCORTISONE 5 MG TABLET,1 tablet,1.03,1.03,0.68,0.68,,0.68,,1.03,0.95,,0.82,0.98,0.93,0.95,0.9,0.93,0.95,0.9,,1.03,,0.98,,0.95,,0.93,,,0.95,0.9,0.9,0.95,,0.95,,,0.99,0.9,,,,,,,,0.93,,,0.95,0.77,0.92,0.92,0.95,0.9,,,0.93,1.03,0.77,0.9,0.92,0.68,0.92,,0.93,,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holy_Rosary_Healthcare
Epic Utility,10225,Drugs/Pharmacy,,99999-0363-12,HYDROMORPHONE 1 MG/ML ORAL LIQUID,1 mL,1.61,1.61,1.06,1.06,,1.06,,1.61,1.48,,1.29,1.53,1.45,1.48,1.4,1.45,1.48,1.4,,1.61,,1.53,,1.48,,1.45,,,1.48,1.4,1.4,1.48,,1.48,,,1.55,1.4,,,,,,,,1.45,,,1.48,1.21,1.43,1.43,1.48,1.4,,,1.45,1.61,1.21,1.4,1.43,1.06,1.43,,1.45,,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holy_Rosary_Healthcare
Epic Utility,10235,Drugs/Pharmacy,,00378-0373-01,HYDROXYCHLOROQUINE 200 MG TABLET,1 tablet,1.98,1.98,1.31,1.31,,1.31,,1.98,1.82,,1.58,1.88,1.78,1.82,1.72,1.78,1.82,1.72,,1.98,,1.88,,1.82,,1.78,,,1.82,1.72,1.72,1.82,,1.82,,,1.9,1.72,,,,,,,,1.78,,,1.82,1.49,1.76,1.76,1.82,1.72,,,1.78,1.98,1.49,1.72,1.76,1.31,1.76,,1.78,,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holy_Rosary_Healthcare
Epic Utility,10236,Drugs/Pharmacy,,00555-0882-02,HYDROXYUREA 500 MG CAPSULE,1 capsule,7.04,7.04,4.65,4.65,,4.65,,7.04,6.48,,5.63,6.69,6.34,6.48,6.12,6.34,6.48,6.12,,7.04,,6.69,,6.48,,6.34,,,6.48,6.12,6.12,6.48,,6.48,,,6.76,6.12,,,,,,,,6.34,,,6.48,5.3,6.27,6.27,6.48,6.12,,,6.34,7.04,5.3,6.12,6.27,4.65,6.27,,6.34,,5.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holy_Rosary_Healthcare
Epic Utility,10356,Drugs/Pharmacy,,62175-0106-01,ISOSORBIDE MONONITRATE 10 MG TABLET,1 tablet,2.9,2.9,1.91,1.91,,1.91,,2.9,2.67,,2.32,2.76,2.61,2.67,2.52,2.61,2.67,2.52,,2.9,,2.76,,2.67,,2.61,,,2.67,2.52,2.52,2.67,,2.67,,,2.78,2.52,,,,,,,,2.61,,,2.67,2.18,2.58,2.58,2.67,2.52,,,2.61,2.9,2.18,2.52,2.58,1.91,2.58,,2.61,,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holy_Rosary_Healthcare
Epic Utility,10357,Drugs/Pharmacy,,62175-0107-01,ISOSORBIDE MONONITRATE 20 MG TABLET,1 tablet,3.04,3.04,2.01,2.01,,2.01,,3.04,2.8,,2.43,2.89,2.74,2.8,2.64,2.74,2.8,2.64,,3.04,,2.89,,2.8,,2.74,,,2.8,2.64,2.64,2.8,,2.8,,,2.92,2.64,,,,,,,,2.74,,,2.8,2.29,2.71,2.71,2.8,2.64,,,2.74,3.04,2.29,2.64,2.71,2.01,2.71,,2.74,,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holy_Rosary_Healthcare
Epic Utility,10364,Drugs/Pharmacy,,10147-1700-07,ITRACONAZOLE 100 MG CAPSULE,1 capsule,44.44,44.44,29.33,29.33,,29.33,,44.44,40.88,,35.55,42.22,40.0,40.88,38.66,40.0,40.88,38.66,,44.44,,42.22,,40.88,,40.0,,,40.88,38.66,38.66,40.88,,40.88,,,42.66,38.66,,,,,,,,40.0,,,40.88,33.44,39.55,39.55,40.88,38.66,,,40.0,44.44,33.44,38.66,39.55,29.33,39.55,,40.0,,37.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holy_Rosary_Healthcare
Epic Utility,10368,Drugs/Pharmacy,,00168-0099-30,KETOCONAZOLE 2 % TOPICAL CREAM,30 g,120.93,120.93,79.81,79.81,,79.81,,120.93,111.26,,96.74,114.88,108.84,111.26,105.21,108.84,111.26,105.21,,120.93,,114.88,,111.26,,108.84,,,111.26,105.21,105.21,111.26,,111.26,,,116.09,105.21,,,,,,,,108.84,,,111.26,90.99,107.63,107.63,111.26,105.21,,,108.84,120.93,90.99,105.21,107.63,79.81,107.63,,108.84,,102.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holy_Rosary_Healthcare
Epic Utility,10371,Drugs/Pharmacy,,00093-0314-01,KETOROLAC 10 MG TABLET,1 tablet,6.44,6.44,4.25,4.25,,4.25,,6.44,5.92,,5.15,6.12,5.8,5.92,5.6,5.8,5.92,5.6,,6.44,,6.12,,5.92,,5.8,,,5.92,5.6,5.6,5.92,,5.92,,,6.18,5.6,,,,,,,,5.8,,,5.92,4.85,5.73,5.73,5.92,5.6,,,5.8,6.44,4.85,5.6,5.73,4.25,5.73,,5.8,,5.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holy_Rosary_Healthcare
Epic Utility,10373,Drugs/Pharmacy,,68382-0798-01,LABETALOL 100 MG TABLET,1 tablet,1.72,1.72,1.14,1.14,,1.14,,1.72,1.58,,1.38,1.63,1.55,1.58,1.5,1.55,1.58,1.5,,1.72,,1.63,,1.58,,1.55,,,1.58,1.5,1.5,1.58,,1.58,,,1.65,1.5,,,,,,,,1.55,,,1.58,1.29,1.53,1.53,1.58,1.5,,,1.55,1.72,1.29,1.5,1.53,1.14,1.53,,1.55,,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holy_Rosary_Healthcare
Epic Utility,10374,Drugs/Pharmacy,,00904-5929-61,LABETALOL 200 MG TABLET,1 tablet,2.66,2.66,1.76,1.76,,1.76,,2.66,2.45,,2.13,2.53,2.39,2.45,2.31,2.39,2.45,2.31,,2.66,,2.53,,2.45,,2.39,,,2.45,2.31,2.31,2.45,,2.45,,,2.55,2.31,,,,,,,,2.39,,,2.45,2.0,2.37,2.37,2.45,2.31,,,2.39,2.66,2.0,2.31,2.37,1.76,2.37,,2.39,,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holy_Rosary_Healthcare
Epic Utility,10403,Drugs/Pharmacy,,42292-0038-01,LEVOTHYROXINE 88 MCG TABLET,1 tablet,3.03,3.03,2.0,2.0,,2.0,,3.03,2.79,,2.42,2.88,2.73,2.79,2.64,2.73,2.79,2.64,,3.03,,2.88,,2.79,,2.73,,,2.79,2.64,2.64,2.79,,2.79,,,2.91,2.64,,,,,,,,2.73,,,2.79,2.28,2.7,2.7,2.79,2.64,,,2.73,3.03,2.28,2.64,2.7,2.0,2.7,,2.73,,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holy_Rosary_Healthcare
