11440,REMOVAL BN 0.5 OR LES RHC,CLINIC,267.00,Madison_Valley_Medical_Center
11442,REMOVAL BENIGN 1.1 - RHC,CLINIC,375.00,Madison_Valley_Medical_Center
11600,REMOVE MAL LESION TRU RHC,CLINIC,381.00,Madison_Valley_Medical_Center
11601,EXCISION MALIGNENT .6 RHC,CLINIC,453.00,Madison_Valley_Medical_Center
11602,EXCISION MALIGNENT 1. RHC,CLINIC,333.00,Madison_Valley_Medical_Center
11603,EXCISION MALIGNANT LE RHC,CLINIC,400.00,Madison_Valley_Medical_Center
11604,EXCISION MALIGANT LESION 3.1 TO 4.0,CLINIC,647.00,Madison_Valley_Medical_Center
11606,EXCISION MAL LESION O RHC,CLINIC,902.00,Madison_Valley_Medical_Center
11621,EXCISION MALIGNANT LE RHC,CLINIC,457.00,Madison_Valley_Medical_Center
11622,REMOVE MAL LESION 1.1 RHC,CLINIC,349.00,Madison_Valley_Medical_Center
11623,"EXCISION - MALIG - S,N,H,F,G 2.1-3.0",CLINIC,435.00,Madison_Valley_Medical_Center
11641,EXCISION MALIGNANT LE RHC,CLINIC,473.00,Madison_Valley_Medical_Center
11644,EXCISION MALIGNANT F/E/N/L 3.1-4.0,CLINIC,807.00,Madison_Valley_Medical_Center
11719,TRIMMING NAILS RHC,CLINIC,30.00,Madison_Valley_Medical_Center
11720,Debridement 1-5 Nails,CLINIC,31.00,Madison_Valley_Medical_Center
11721,Debridement 6 or more,CLINIC,52.00,Madison_Valley_Medical_Center
11730,REMOVAL NAIL PART OR COMP SINGLE  RHC,CLINIC,197.00,Madison_Valley_Medical_Center
11732,REMOVAL NAIL PART OR COMP EACH ADD. RHC,CLINIC,65.00,Madison_Valley_Medical_Center
11740,DRAINAGE OF SUBUNGUAL RHC,CLINIC,99.00,Madison_Valley_Medical_Center
11750,EXCISION NAIL MATRIX,CLINIC,320.00,Madison_Valley_Medical_Center
11765,Excision Nail Fold Toe,CLINIC,294.00,Madison_Valley_Medical_Center
11900,"INTRALESIONAL INJECTION, UP TO 7",CLINIC,111.00,Madison_Valley_Medical_Center
11976,Remove contracePHYSICAL THERAPYive capsule,CLINIC,360.00,Madison_Valley_Medical_Center
11981,BIRTHCONTROL INSERT RHC,CLINIC,290.00,Madison_Valley_Medical_Center
11982,BIRTHCONTROL REMOVAL RHC,CLINIC,214.00,Madison_Valley_Medical_Center
12001,WOUND REPAIR LESS 2.5 RHC,CLINIC,177.00,Madison_Valley_Medical_Center
12002,WOUND REPAIR 2.6-7.5 RHC,CLINIC,221.00,Madison_Valley_Medical_Center
12004,SMPL RPR SC/NECK/AX/GEN/TRUNK/EXT 7.6-12,CLINIC,266.00,Madison_Valley_Medical_Center
12005,WOUND REPAIR 12.6-20. RHC,CLINIC,321.00,Madison_Valley_Medical_Center
12011,REPAIR SIMPLE FACE EA RHC,CLINIC,217.00,Madison_Valley_Medical_Center
12013,REPAIR SIMPLE FACE EA RHC,CLINIC,233.00,Madison_Valley_Medical_Center
12014,"REPAIR FACE, 5.1 TO 7.5",CLINIC,279.00,Madison_Valley_Medical_Center
12015,"REPAIR FACE, 7.6 TO 12.5",CLINIC,338.00,Madison_Valley_Medical_Center
12031,REPAIR LAYER TRUNK EX RHC,CLINIC,471.00,Madison_Valley_Medical_Center
12041,REPAIR LAYER NECK HAN RHC,CLINIC,471.00,Madison_Valley_Medical_Center
12042,REPAIR LAYER NECK HAN RHC,CLINIC,575.00,Madison_Valley_Medical_Center
12051,REPAIR LAYER FACE EAR RHC,CLINIC,543.00,Madison_Valley_Medical_Center
12053,DR REPAIR INTERMED 5.1-7.5 CM,CLINIC,470.00,Madison_Valley_Medical_Center
13132,REPAIR COMP FOREHEAD RHC,CLINIC,983.00,Madison_Valley_Medical_Center
16020,DEBRIDEMENT SKIN PART RHC,CLINIC,162.00,Madison_Valley_Medical_Center
17000,DESPEECH THERAPYRUCTION LESION NO RHC,CLINIC,133.00,Madison_Valley_Medical_Center
17003,DESPEECH THERAPYRUCTION LESION NO RHC,CLINIC,11.00,Madison_Valley_Medical_Center
17110,DeSPEECH THERAPYruction Benign Lesions Up to 14,CLINIC,137.00,Madison_Valley_Medical_Center
17111,DeSPEECH THERAPYruction Benign Lesions15+,CLINIC,169.00,Madison_Valley_Medical_Center
20526,INJ THERAPEUTIC RHC,CLINIC,155.00,Madison_Valley_Medical_Center
20550,INJ TENDON SHEATH LIG RHC,CLINIC,118.00,Madison_Valley_Medical_Center
20551,INJ TENDON SINGLE,CLINIC,121.00,Madison_Valley_Medical_Center
20552,INJ TRIGGER POINTS TW RHC,CLINIC,110.00,Madison_Valley_Medical_Center
20553,INJ TRIGGER POINT MUL RHC,CLINIC,127.00,Madison_Valley_Medical_Center
20600,INJ ASPIRA SMALL JOIN RHC,CLINIC,95.00,Madison_Valley_Medical_Center
20604,Drain/inj joint/vurse w/us,CLINIC,307.00,Madison_Valley_Medical_Center
20605,INJ ASPIRA INTERM JOI RHC,CLINIC,100.00,Madison_Valley_Medical_Center
20610,INJ ASPIRA MAJOR JOIN RHC,CLINIC,121.00,Madison_Valley_Medical_Center
20612,ASPIRATION GANGLION C RHC,CLINIC,121.00,Madison_Valley_Medical_Center
25500,FX RADIAL SHAFT CLINICOSE RHC,CLINIC,548.00,Madison_Valley_Medical_Center
25600,CLINICOSED TRT DSPEECH THERAPYL  RADIUS W/O MANIPULATION,CLINIC,675.00,Madison_Valley_Medical_Center
26720,FRACTURE CARE PHALANGE W/O MANIPULATION,CLINIC,405.00,Madison_Valley_Medical_Center
26775,CLINICTX IPHAL JT DISLC W/MAN W/ANESPEECH THERAPYESIA,CLINIC,794.00,Madison_Valley_Medical_Center
27786,FX FIBULA DISPEECH THERAPYAL CLINICOS RHC,CLINIC,637.00,Madison_Valley_Medical_Center
28470,FX METATARSAL CLINICOSED RHC,CLINIC,442.00,Madison_Valley_Medical_Center
29075,APPLICATION CASPEECH THERAPY SHOR RHC,CLINIC,176.00,Madison_Valley_Medical_Center
29105,Application of long Arm splint,CLINIC,180.00,Madison_Valley_Medical_Center
29125,Application of short arm splint,CLINIC,134.00,Madison_Valley_Medical_Center
29130,APPLICATION SPLINT FI RHC,CLINIC,83.00,Madison_Valley_Medical_Center
29405,APPLICATION CASPEECH THERAPY SHOR RHC,CLINIC,165.00,Madison_Valley_Medical_Center
29515,SHORT LEG SPLINT APPLICATION,CLINIC,146.00,Madison_Valley_Medical_Center
29705,REMOVAL CASPEECH THERAPY ARM OR L RHC,CLINIC,135.00,Madison_Valley_Medical_Center
30901,NOSE BLEED CNTRL SIMP RHC,CLINIC,191.00,Madison_Valley_Medical_Center
30901,CONTROL NASAL HEMORRHAGE (ANT-SIMPLE),CLINIC,281.00,Madison_Valley_Medical_Center
30903,NOSE BLEED CNTRL ANTR RHC,CLINIC,443.00,Madison_Valley_Medical_Center
46050,"I & D, PERIANAL ABSCESS, SUPERFICIAL",CLINIC,205.00,Madison_Valley_Medical_Center
46083,Incise external hemorrhoid,CLINIC,225.49,Madison_Valley_Medical_Center
46320,EXCISION THROMBOSED H RHC,CLINIC,570.12,Madison_Valley_Medical_Center
46600,ANOSCOPY RHC,CLINIC,177.00,Madison_Valley_Medical_Center
49082,ABD PARACENTESIS RHC,CLINIC,388.00,Madison_Valley_Medical_Center
51701,INSERTION NON-INDWELLING CATH,CLINIC,55.00,Madison_Valley_Medical_Center
51702,INSERTION TEMPORARY INDWELLING CATHETER,CLINIC,55.00,Madison_Valley_Medical_Center
53660,DILITATION FEMALE RHC,CLINIC,140.00,Madison_Valley_Medical_Center
54150,CIRCUMCISION USING CLINICAMP W/RING BLOCK,CLINIC,320.00,Madison_Valley_Medical_Center
54162,POSPEECH THERAPY CIRCUMCISION RHC,CLINIC,520.00,Madison_Valley_Medical_Center
55250,"VASECTOMY, UNILATERAL OR BILATERAL",CLINIC,800.00,Madison_Valley_Medical_Center
56501,"DESPEECH THERAPY VULVAR LESIONS, RHC",CLINIC,260.00,Madison_Valley_Medical_Center
56605,Biopsy of vulva/perineum 1 lesion,CLINIC,174.00,Madison_Valley_Medical_Center
56606,BIOPSY VULVA OR PERINEUM EACH ADDITIONAL,CLINIC,78.00,Madison_Valley_Medical_Center
56821,COLPOSCOPY VULVA W/BIOPSY,CLINIC,329.00,Madison_Valley_Medical_Center
57061,DeSPEECH THERAPYruction of vaginal lesion,CLINIC,253.00,Madison_Valley_Medical_Center
57135,EXCISION VAGINAL CYSPEECH THERAPY OR TUMOR,CLINIC,393.00,Madison_Valley_Medical_Center
57160,PESSARY INSERTION/FIT RHC,CLINIC,152.00,Madison_Valley_Medical_Center
57454,COLPOSCOPY W/BIOPSY & RHC,CLINIC,304.00,Madison_Valley_Medical_Center
57455,COLPOSCOPY OF CERVIX RHC,CLINIC,284.00,Madison_Valley_Medical_Center
57456,COLP.CERIX W/ENDOCERV RHC,CLINIC,268.00,Madison_Valley_Medical_Center
57500,EXCISION LESION CERVI RHC,CLINIC,254.00,Madison_Valley_Medical_Center
57505,ENDOCERVICAL CURETTAG RHC,CLINIC,203.00,Madison_Valley_Medical_Center
57800,"DILATION CERVICAL CANAL, INSPEECH THERAPYRUMENTAL",CLINIC,133.00,Madison_Valley_Medical_Center
58100,ENDOMETRIAL BIOPSY RHC,CLINIC,217.00,Madison_Valley_Medical_Center
58120,"Dilation curettage, DX/THER  (non-OB)",CLINIC,448.00,Madison_Valley_Medical_Center
58300,INSERTION OF INTRAUTE RHC,CLINIC,145.00,Madison_Valley_Medical_Center
58301,REMOVAL IUD RHC,CLINIC,188.00,Madison_Valley_Medical_Center
58340,CATH & INDUCT OF SALI RHC,CLINIC,236.00,Madison_Valley_Medical_Center
59025,FETAL NON-SPEECH THERAPYRESS TESPEECH THERAPY,CLINIC,145.00,Madison_Valley_Medical_Center
59200,INSERTION CERVICAL DIALATOR,CLINIC,160.00,Madison_Valley_Medical_Center
59425,"ANTEPARTUM CARE, 4-6 VISITS",CLINIC,949.00,Madison_Valley_Medical_Center
59426,"ANTEPARTUM CARE , 7 OR MORE VISITS",CLINIC,"1,675.00",Madison_Valley_Medical_Center
64405,OCCIPHYSICAL THERAPYIAL NERVE BLOCK,CLINIC,170.00,Madison_Valley_Medical_Center
64450,"INJECTION, ANESPEECH THERAPYHETIC, PERIPHERAL NERVE",CLINIC,89.00,Madison_Valley_Medical_Center
64455,INJECTION-PLANTAR COMMON DIGITAL NERVE,CLINIC,98.00,Madison_Valley_Medical_Center
65205,REMOVAL FB EXT EYE SU RHC,CLINIC,111.00,Madison_Valley_Medical_Center
65220,REMOVAL FOREIGN BODY RHC,CLINIC,134.00,Madison_Valley_Medical_Center
65222,REMOVE FOREIGN BODY RHC,CLINIC,134.00,Madison_Valley_Medical_Center
67820,CORRECTION TRICHIASIS; FORCEPS ONLY,CLINIC,67.00,Madison_Valley_Medical_Center
69105,BIOPSY - EXTERNAL AUDITORY CANAL,CLINIC,287.00,Madison_Valley_Medical_Center
69200,REMOVE FOREIGN BODY E RHC,CLINIC,199.00,Madison_Valley_Medical_Center
69209,EAR IRRIGATION RHC,CLINIC,29.00,Madison_Valley_Medical_Center
69210,REMOVAL IMPACTED CERU RHC,CLINIC,69.00,Madison_Valley_Medical_Center
76856,US PELVIC COMPLETE RHC,CLINIC,218.00,Madison_Valley_Medical_Center
76942,76942 ECHO GUIDE FOR BIOPSY,CLINIC,86.00,Madison_Valley_Medical_Center
81002,URINALYSIS DIP RHC,CLINIC,16.00,Madison_Valley_Medical_Center
81025,PREGNANCY TESPEECH THERAPY URINE RHC,CLINIC,22.00,Madison_Valley_Medical_Center
82270,OCCULT BLOOD RHC,CLINIC,25.00,Madison_Valley_Medical_Center
82948,BLOOD SUGAR RHC,CLINIC,22.00,Madison_Valley_Medical_Center
85018,HEMOGLOBIN HBG RHC,CLINIC,23.00,Madison_Valley_Medical_Center
87210,"WET MOUNT, SMEAR WITH INTERPRETATION",CLINIC,23.00,Madison_Valley_Medical_Center
87220,KOH/SALINE PREP RHC,CLINIC,27.00,Madison_Valley_Medical_Center
87491,CHLAMYDIA RHC,CLINIC,54.00,Madison_Valley_Medical_Center
87591,GC RHC,CLINIC,92.00,Madison_Valley_Medical_Center
87804,INFLUENZA ASSAY RHC,CLINIC,34.00,Madison_Valley_Medical_Center
87804,INFLUENZA ASSAY RPHYSICAL THERAPY RHC,CLINIC,34.00,Madison_Valley_Medical_Center
87880,SPEECH THERAPYREP GROUP A SCREEN RHC,CLINIC,20.00,Madison_Valley_Medical_Center
88142,"PAP (CYTOPATH, THIN L RHC",CLINIC,56.00,Madison_Valley_Medical_Center
90460,ADMIN IMM.  <18 W/COUNSELING INITIAL,CLINIC,50.00,Madison_Valley_Medical_Center
90461,ADMIN IMM. <18 W/COUNSELING EACH ADD.,CLINIC,25.00,Madison_Valley_Medical_Center
90471,ADMIN IMMUN. RHC INITAL,CLINIC,50.00,Madison_Valley_Medical_Center
90472,ADMIN IMMUN. RHC EACH ADDITIONAL,CLINIC,25.00,Madison_Valley_Medical_Center
90633,HEPATITIS A INJECTION RHC,CLINIC,264.00,Madison_Valley_Medical_Center
90636,HEPATITIS A/B COMBO I RHC,CLINIC,372.00,Madison_Valley_Medical_Center
90649,GARDASIL HPV 4 VALENT,CLINIC,579.00,Madison_Valley_Medical_Center
90657,FLU VACCINE 6-35 MONT RHC,CLINIC,20.00,Madison_Valley_Medical_Center
90658,FLU INFLUENZA SPLIT V RHC,CLINIC,20.00,Madison_Valley_Medical_Center
90660,FLU MISPEECH THERAPY RHC,CLINIC,20.00,Madison_Valley_Medical_Center
90670,PREVNAR,CLINIC,225.00,Madison_Valley_Medical_Center
90680,ROCCUPATIONAL THERAPYOVIRUS,CLINIC,318.00,Madison_Valley_Medical_Center
90700,TDAP-6 & UNDER RHC,CLINIC,152.00,Madison_Valley_Medical_Center
90707,MMR INJECTION RHC,CLINIC,84.00,Madison_Valley_Medical_Center
90710,PROQUAD MMR&VARACILLA,CLINIC,210.00,Madison_Valley_Medical_Center
90713,POLIO INJECTION RHC,CLINIC,145.00,Madison_Valley_Medical_Center
90716,CHICKENPOX IMMUNIZATI RHC,CLINIC,437.00,Madison_Valley_Medical_Center
90723,DTAP POLIO HIB,CLINIC,0.00,Madison_Valley_Medical_Center
90746,HEPATITIS B INJECTION RHC,CLINIC,114.00,Madison_Valley_Medical_Center
90791,PSYCHIATRIC DIAGNOSPEECH THERAPYIC EVALUATION,CLINIC,260.00,Madison_Valley_Medical_Center
90792,PSYCHIATRIC DIAGNOSPEECH THERAPYIC EVALUATION W/MED,CLINIC,300.00,Madison_Valley_Medical_Center
90832,PSYCHOCCUPATIONAL THERAPYHERAPY - 30 MIN,CLINIC,130.00,Madison_Valley_Medical_Center
90834,PSYCHOCCUPATIONAL THERAPYHERAPY - 45 MIN,CLINIC,170.00,Madison_Valley_Medical_Center
90836,PSYCHOCCUPATIONAL THERAPYHERAPY 45 - W/ E&M,CLINIC,129.00,Madison_Valley_Medical_Center
90837,PSYCHOCCUPATIONAL THERAPYHERAPY - 60 MIN,CLINIC,260.00,Madison_Valley_Medical_Center
92552,AUDIOMETRY RHC,CLINIC,62.00,Madison_Valley_Medical_Center
93015,SPEECH THERAPYRESS TESPEECH THERAPY RHC,CLINIC,149.00,Madison_Valley_Medical_Center
93225,HOLTER MONITOR HOOKUP RHC,CLINIC,53.00,Madison_Valley_Medical_Center
94010,PULMONARY FUNCTION TE RHC,CLINIC,71.00,Madison_Valley_Medical_Center
94060,"SPIROMETRY, PRE AND POSPEECH THERAPY BRONCHODILATION",CLINIC,121.00,Madison_Valley_Medical_Center
94640,PULMOAIDE TREATMENT RHC,CLINIC,36.00,Madison_Valley_Medical_Center
94664,DEMONSPEECH THERAPYRATION INHALER,CLINIC,35.00,Madison_Valley_Medical_Center
95115,ALLERGY INJECTION - INITIAL,CLINIC,20.00,Madison_Valley_Medical_Center
95117,ALLERGY INJ MULTI,CLINIC,22.00,Madison_Valley_Medical_Center
95992,CANALITH REPOSITION PROCEDURE,CLINIC,91.00,Madison_Valley_Medical_Center
96116,NEUROBEHAVIORAL SPEECH THERAPYATUS EXAM 31-60 MIN,CLINIC,194.00,Madison_Valley_Medical_Center
96372,THERAPEUTIC INJECTION RHC,CLINIC,50.00,Madison_Valley_Medical_Center
97169,PHYSICAL SPORTS RHC,CLINIC,27.50,Madison_Valley_Medical_Center
97170,ATHLETIC PHYSICAL W/ 1-2 COMORBIDITIES,CLINIC,150.00,Madison_Valley_Medical_Center
97597,DEBRIDEMENT 20CM OR L RHC,CLINIC,181.00,Madison_Valley_Medical_Center
98925,OSPEECH THERAPYeopathic manipulation 1-2 Body Parts,CLINIC,64.00,Madison_Valley_Medical_Center
98926,OSPEECH THERAPYeopathic Manipulation 3-4 Body Parts,CLINIC,85.00,Madison_Valley_Medical_Center
98927,OSPEECH THERAPYeopathic Maniuplation 5-6 Body Parts,CLINIC,110.00,Madison_Valley_Medical_Center
98928,OSPEECH THERAPYeopathic Manipulation 7-8 Body Parts,CLINIC,133.00,Madison_Valley_Medical_Center
98929,OSPEECH THERAPYeopathic Maniuplation 9-10 Body Parts,CLINIC,160.00,Madison_Valley_Medical_Center
98966,NONPHYSICIAN TELEPHONE ASSMT. 5-10 MIN,CLINIC,60.00,Madison_Valley_Medical_Center
98967,NONPHYSICIAN TELEPHONE ASSMT. 11-20 MIN,CLINIC,97.00,Madison_Valley_Medical_Center
98967,NONPHYSICIAN TELEPHONE ASSMT. 11-20 MIN,CLINIC,97.00,Madison_Valley_Medical_Center
98968,NONPHYSICIAN TELEPHONE ASSMT. 21-30 MIN,CLINIC,143.00,Madison_Valley_Medical_Center
98968,NONPHYSICIAN TELEPHONE ASSMT. 21-30 MIN.,CLINIC,143.00,Madison_Valley_Medical_Center
99173,VISION SCREENING RHC,CLINIC,6.00,Madison_Valley_Medical_Center
99201,NEW PATIENT MINIMAL S RHC,CLINIC,87.00,Madison_Valley_Medical_Center
99202,BRIEF EVALUATION NEW RHC,CLINIC,148.00,Madison_Valley_Medical_Center
99203,LIMITED EXAM NEW PATI RHC,CLINIC,214.00,Madison_Valley_Medical_Center
99204,INTERMEDIATE EXAM NEW RHC,CLINIC,326.00,Madison_Valley_Medical_Center
99205,EXTENED COMPREHENSIVE RHC,CLINIC,408.00,Madison_Valley_Medical_Center
99211,MINIMAL SERVICE RHC,CLINIC,39.00,Madison_Valley_Medical_Center
99212,BRIEF EVALUATION RHC,CLINIC,86.00,Madison_Valley_Medical_Center
99213,LIMITED EXAM RHC,CLINIC,144.00,Madison_Valley_Medical_Center
99214,INTERMEDIATE EXAM RHC,CLINIC,212.00,Madison_Valley_Medical_Center
99215,EXTENDED COMPREHENSIV RHC,CLINIC,286.00,Madison_Valley_Medical_Center
99241,CONSULT NEW OR ESPEECH THERAPY/PROB/SPEECH THERAPYRT FORWARD,CLINIC,98.00,Madison_Valley_Medical_Center
99242,CONSULT NEW OR ESPEECH THERAPY- EXP/SPEECH THERAPYRT FORWARD,CLINIC,184.00,Madison_Valley_Medical_Center
99304,NURSING HOME ADMISSIO RHC,CLINIC,181.00,Madison_Valley_Medical_Center
99305,DR Admission,CLINIC,257.00,Madison_Valley_Medical_Center
99306,NURSING HOME ADMISSIO RHC,CLINIC,328.00,Madison_Valley_Medical_Center
99307,DR Round (Brief),CLINIC,88.00,Madison_Valley_Medical_Center
99308,DR Round (Intermediate),CLINIC,136.00,Madison_Valley_Medical_Center
99309,DR Rounds ( Comp),CLINIC,180.00,Madison_Valley_Medical_Center
99310,SUB NURS FAC CARE - COMPREHENSIVE,CLINIC,272.00,Madison_Valley_Medical_Center
99315,Swingbed DISCHARG,CLINIC,144.00,Madison_Valley_Medical_Center
99316,NURSING HOME DISCHARG RHC,CLINIC,209.00,Madison_Valley_Medical_Center
99341,HOME VISIT-NEW PHYSICAL THERAPY- PROBLEM=SPEECH THERAPYRT FORWARD,CLINIC,111.00,Madison_Valley_Medical_Center
99342,HOME VISIT-NEW- EX PROBLEM-LOW,CLINIC,159.00,Madison_Valley_Medical_Center
99343,HOME VISIT - NEW - DETAILED/MODERATE,CLINIC,261.00,Madison_Valley_Medical_Center
99344,HOME VISIT - NEW - COMPREHENSIVE/MODERAT,CLINIC,371.00,Madison_Valley_Medical_Center
99345,HOME VISIT - NEW -COMPREHENSIVE/HIGH,CLINIC,451.00,Madison_Valley_Medical_Center
99347,HOME VISIT- ESPEECH THERAPY-PROBLEM FOCUSED,CLINIC,110.00,Madison_Valley_Medical_Center
99348,HOME VISIT-ESPEECH THERAPY-EXP PROBLEM FOCUSED,CLINIC,167.00,Madison_Valley_Medical_Center
99349,HOME VISIT-ESPEECH THERAPY-DETAILED,CLINIC,270.00,Madison_Valley_Medical_Center
99350,HOME VISIT-ESPEECH THERAPY-COMPREHENSIVE,CLINIC,375.00,Madison_Valley_Medical_Center
99354,PROLONG EM FOR PHYSICAL,CLINIC,250.00,Madison_Valley_Medical_Center
99355,PROLONG EM PSYCTHRPY SRVC ADDL 30 MIN.,CLINIC,190.00,Madison_Valley_Medical_Center
99381,PHYSICAL NEW  AGE U RHC,CLINIC,218.00,Madison_Valley_Medical_Center
99382,PHYSICAL NEW PHYSICAL THERAPY AGE 1 RHC,CLINIC,228.00,Madison_Valley_Medical_Center
99383,PHYSICAL NEW  AGE 5 RHC,CLINIC,237.00,Madison_Valley_Medical_Center
99384,PHY NEW PHYSICAL THERAPY AGE 12-17 RHC,CLINIC,268.00,Madison_Valley_Medical_Center
99385,PHYSICAL NEW AGE 18-39 RHC,CLINIC,260.00,Madison_Valley_Medical_Center
99386,PHYSICAL NEW AGE 40-64 RHC,CLINIC,302.00,Madison_Valley_Medical_Center
99387,PHYSICAL NEW AGE 65+ RHC,CLINIC,327.00,Madison_Valley_Medical_Center
99391,PHYSICAL ESPEECH THERAPY PHYSICAL THERAPY AGE U RHC,CLINIC,196.00,Madison_Valley_Medical_Center
99392,PHYSICAL NEW AGE 1 RHC,CLINIC,209.00,Madison_Valley_Medical_Center
99393,PHYSICAL ESPEECH THERAPY PHYSICAL THERAPY AGE 5 RHC,CLINIC,208.00,Madison_Valley_Medical_Center
99394,PHYSICAL EST PATIENT AGE 12-17 RHC,CLINIC,229.00,Madison_Valley_Medical_Center
99395,PHYSICAL ESPEECH THERAPY PHYSICAL THERAPY 18-39 RHC,CLINIC,234.00,Madison_Valley_Medical_Center
99396,PHYSICAL EST  PATIENT  40-64 RHC,CLINIC,249.00,Madison_Valley_Medical_Center
99397,PHYSICAL ESPEECH THERAPY PHYSICAL THERAPY 65+ RHC,CLINIC,269.00,Madison_Valley_Medical_Center
99401,PREVENTIVE MEDICINE 15 MIN,CLINIC,85.00,Madison_Valley_Medical_Center
99402,PREVENTIVE MEDICINE 30 MIN,CLINIC,133.00,Madison_Valley_Medical_Center
99403,PREVENTATIVE MEDICINE 45 MIN,CLINIC,182.00,Madison_Valley_Medical_Center
99406,SMOKE-TOB CESSATION RHC,CLINIC,31.00,Madison_Valley_Medical_Center
99407,SMOK-TOB CESSATION RHC,CLINIC,60.00,Madison_Valley_Medical_Center
99408,ALC/SUB ABUSE RHC,CLINIC,69.00,Madison_Valley_Medical_Center
99409,ALC/SUB ABUSE RHC,CLINIC,135.00,Madison_Valley_Medical_Center
99441,TELEPHONE EVAL 5-10 MIN,CLINIC,60.00,Madison_Valley_Medical_Center
99442,TELEPHONE EVAL 11-20 MIN,CLINIC,97.00,Madison_Valley_Medical_Center
99443,TELEPHONE EVAL 21-30 MIN,CLINIC,143.00,Madison_Valley_Medical_Center
99450,LIFE INS NO PHYS 40+M RHC,CLINIC,50.00,Madison_Valley_Medical_Center
99455,DOCCUPATIONAL THERAPY - BASIC WORK EXAM,CLINIC,100.00,Madison_Valley_Medical_Center
